sep=,
AFV[Project Number],AFV[Project Name],AFV[Client],AFV[Probability],AFV[Business],AFV[Discipline],AFV[Business Code],AFV[Discipline Code],AFV[Next Sequence Number],AFV[Work Order Name],AFV[Work Order Type],AFV[Internal/External],AFV[Original Scope / Change],AFV[Start Date],AFV[End Date],AFV[InoEngineering AFV Revenue],AFV[InoSurveying AFV Revenue],AFV[Project Key],AFV[Work Order Title],AFV[Initial Value],AFV[Order Value],AFV[Cumulative Value],AFV[Value to Complete],AFV[Cost to Date],AFV[Manual Cost Adjustment],AFV[Anticipated Final Cost (EV)],AFV[Forecast Profit],AFV[Profit Margin],AFV[Link]
1049,7084D_LNE_AMC-Skellion,AMCO,0.5,InoEngineering,Civils & Geotech,1,2,1,1049-AMCO-12001-P-1049 - 7084D_LNE_AMC - SkellionGI_Spec,Fixed Fee,Internal,Change,30/10/2025,31/12/2025,598.675,0,1049,P-1049 - 7084D_LNE_AMC - SkellionGI_Spec,1197.35,598.675,0,598.675,0,0,0,598.675,1,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-1049 7084D_LNE_AMC - Skellion/02_Commercial/00_AFV/1049_Project_Dashboard.xlsx
240213,Beeston Castle,AMCO,0.9,InoEngineering,Civils & Geotech,1,2,2,240213-AMCO-12002-Site_Survey,Fixed Fee,Internal,Change,25/06/2025,01/08/2025,802.368,0,240213,Site_Survey,891.52,802.368,0,802.368,0,0,0,802.368,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240213 AMCO - Beeston Castle/02_Commercial/00_AFV/240213_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,0.75,InoEngineering,Civils & Geotech,1,2,11,240098-CRSA-12011-CRQ020 Mann Island Design Shift,Fixed Fee,Internal,Change,28/10/2025,31/12/2025,1244.3175,0,240098,CRQ020 Mann Island Design Shift,1659.09,1244.3175,0,1244.3175,0,0,0,1244.3175,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
250067,Inspection Workington Canopy,AMCO,0.75,InoEngineering,Civils & Geotech,1,2,2,250067-AMCO-12002-CR001-Site-Revisit,Fixed Fee,Internal,Change,11/06/2025,31/12/2025,1500,0,250067,CR001-Site-Revisit,2000,1500,0,1500,0,0,0,1500,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250067 AMCO - Inspection Workington Canopy/02_Commercial/00_AFV/250067_Project_Dashboard.xlsx
250147,Pleasington Station - Coper Survey,AMCO,0.75,InoEngineering,Civils & Geotech,1,2,3,250147-AMCO-12003-CR001-Additional-Site-Visit&Scope_Increase,Fixed Fee,External,Change,11/06/2025,31/12/2025,2250,0,250147,CR001-Additional-Site-Visit&Scope_Increase,3000,2250,0,2250,0,0,0,2250,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250147 AMCO - Pleasington Station - Structural Survey of Canopy/02_Commercial/00_AFV/250147_Project_Dashboard.xlsx
1049,7084D_LNE_AMC-Skellion,AMCO,0.5,InoEngineering,Civils & Geotech,1,2,2,1049-AMCO-12002-P-1049 - 7084D_LNE_AMC - SkellionGI,Fixed Fee,External,Change,30/10/2025,31/12/2025,2593.41,0,1049,P-1049 - 7084D_LNE_AMC - SkellionGI,5186.82,2593.41,0,2593.41,0,0,0,2593.41,1,https://inorail.sharepoint.com/sites/InoRailLtdProjectDrive/Shared Documents/RO-P-1049 7084D_LNE_AMC - Skellion/02_Commercial/00_AFV/1049_Project_Dashboard.xlsx
240213,Beeston Castle,AMCO,0.9,InoEngineering,Civils & Geotech,1,2,1,240213-AMCO-12001-Form_H_Design,Fixed Fee,Internal,Change,25/06/2025,01/08/2025,3895.848,0,240213,Form_H_Design,4328.72,3895.848,0,3895.848,0,0,0,3895.848,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240213 AMCO - Beeston Castle/02_Commercial/00_AFV/240213_Project_Dashboard.xlsx
240367,Wigan Access Remits x3,AMCO,0.9,InoEngineering,Civils & Geotech,1,2,1,240367-AMCO-12001-Form_G_Production,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,6353.226,0,240367,Form_G_Production,7059.14,6353.226,0,6353.226,0,0,0,6353.226,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240367 AMCO - Wigan Access Remits x 3/02_Commercial/00_AFV/240367_Project_Dashboard.xlsx
240098,Drainage CP7 Yr 2,CRSA,0.5,InoEngineering,Civils & Geotech,1,2,18,240098-CRSA-12018-CRQ0028_Acacia_Road-design_scope,Fixed Fee,Internal,Original Scope,28/10/2025,,6820.93,0,240098,CRQ0028_Acacia_Road-design_scope,13641.86,6820.93,0,6820.93,0,0,0,6820.93,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240098 CRSA - CRSA Drainage CP7 Yr2/02_Commercial/00_AFV/240098_Project_Dashboard.xlsx
250094,Portcreek Viaduct,Sonic,1,InoEngineering,Civils & Geotech,1,2,3,250094-Sonic-12003-New_GPR_Walkway,Fixed Fee,Internal,Change,21/05/2025,31/12/2025,1805.13,0,250094,New_GPR_Walkway,1805.13,1805.13,0,1805.13,0,0,0,1805.13,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240373 Sonic - Portcreek Holding Down Straps/02_Commercial/00_AFV/240373_Project_Dashboard.xlsx
240016,MK1 Bridge Flashover Design Remit,Network Rail,1,InoEngineering,OLE,1,4,2,240016-Network Rail-14002-CR001_Structural_Assessment_Report,Fixed Fee,Internal,Change,13/08/2025,30/09/2025,21986,0,240016,CR001_Structural_Assessment_Report,21986,21986,0,21986,0,0,0,21986,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240016 Network Rail - MK1 Bridge Flashover Design Remit/02_Commercial/00_AFV/240016_Project_Dashboard.xlsx
250147,Pleasington Station - Coper Survey,AMCO,1,InoEngineering,Engineering Management,1,1,1,250147-AMCO-11001-Management & Client Liasion,Fixed Fee,External,Original Scope,11/06/2025,31/12/2025,335.42,0,250147,Management & Client Liasion,335.42,335.42,0,335.42,0,0,0,335.42,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250147 AMCO - Pleasington Station - Structural Survey of Canopy/02_Commercial/00_AFV/250147_Project_Dashboard.xlsx
250147,Pleasington Station - Coper Survey,AMCO,1,InoEngineering,Civils & Geotech,1,2,2,250147-AMCO-12002-Production & Check of Inspection Report,Fixed Fee,External,Original Scope,11/06/2025,31/12/2025,802.88,0,250147,Production & Check of Inspection Report,802.88,802.88,0,802.88,0,0,0,802.88,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250147 AMCO - Pleasington Station - Structural Survey of Canopy/02_Commercial/00_AFV/250147_Project_Dashboard.xlsx
250254,"Erosion Control, Fairclough Street, Liverpool",Network Rail,1,InoEngineering,Civils & Geotech,1,2,2,250254-Network Rail-12002-Assurance_Process,Fixed Fee,External,Original Scope,09/09/2025,01/09/2025,806.54,0,250254,Assurance_Process,806.54,806.54,0,806.54,0,0,0,806.54,1,"https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250254 Network Rail - Erosion Control, Fairclough Street, Liverpool/02_Commercial/00_AFV/250254_Project_Dashboard.xlsx"
250218,CO74 Vauxhall Survey & Design,Sonic,1,InoEngineering,Engineering Sub-con,1,8,1,250218-Sonic-18001-Geotechnical_SI/GI_Works,Fixed Fee,External,Original Scope,12/06/2025,31/12/2025,9879.06,0,250218,Geotechnical_SI/GI_Works,9879.06,9879.06,0,9879.06,0,0,0,9879.06,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250218 Sonic Rail - CO74 Vauxhall - Survey & Design/02_Commercial/00_AFV/250218_Project_Dashboard.xlsx
250411,Lytham Tactile Examination of Platform Copers,CK Rail,1,InoEngineering,Civils & Geotech,1,2,2,250411-CK Rail-12002-Condition_Inspection_Note,Fixed Fee,Internal,Original Scope,20/10/2025,30/10/2025,138.66,0,250411,Condition_Inspection_Note,138.66,138.66,0,138.66,0,0,0,138.66,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250411 CK Rail - Lytham Tactile Examination of Platform Copers/02_Commercial/00_AFV/250411_Project_Dashboard.xlsx
250043,Settle Jn Car Park Drainage,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250043-AMCO-10001-Management,Fixed Fee,Internal,Original Scope,13/06/2025,31/12/2025,142.39,0,250043,Management,142.39,142.39,0,142.39,0,0,0,142.39,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250043 AMCO - Settle Jn Car Park Drainage/02_Commercial/00_AFV/250043_Project_Dashboard.xlsx
250373,Low Moor LC Renewal,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250373-AMCO-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,25/09/2025,24/11/2025,149.51,0,250373,Engineering_Project_Management,149.51,149.51,0,149.51,0,0,0,149.51,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250373 AMCO - Low Moor LC Renewal/02_Commercial/00_AFV/250373_Project_Dashboard.xlsx
250409,Watton On Stone Station Platform Coper Re-alignemnt,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250409-AMCO-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,13/10/2025,31/10/2025,187.47,0,250409,Engineering_Project_Management,187.47,187.47,0,187.47,0,0,0,187.47,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250409 AMCO - Watton at Stone Coper Adjustments/02_Commercial/00_AFV/250409_Project_Dashboard.xlsx
250224,MND0695-MVE1/27 Ballast Retention,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250224-AMCO-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,09/09/2025,01/12/2025,207.99,0,250224,Engineering_Project_Management,207.99,207.99,0,207.99,0,0,0,207.99,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250224 AMCO - MND0695-MVE1_27 Ballast Retention/02_Commercial/00_AFV/250224_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoEngineering,Engineering Management,1,1,3,250007-AMCO-11003-ITP_Review_/_Comment,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,264.12,0,250007,ITP_Review_/_Comment,264.12,264.12,0,264.12,0,0,0,264.12,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoEngineering,Engineering Management,1,1,1,250007-AMCO-11001-IDC_Process_&_Close_Out,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,264.12,0,250007,IDC_Process_&_Close_Out,264.12,264.12,0,264.12,0,0,0,264.12,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250403,Gretna Relay Room Condition Inspection,CK Rail,1,InoEngineering,Civils & Geotech,1,2,2,250403-CK Rail-12002-Condition_Inspection,Fixed Fee,Internal,Original Scope,23/10/2025,30/10/2025,277.33,0,250403,Condition_Inspection,277.33,277.33,0,277.33,0,0,0,277.33,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250403 CK Rail - Gretna Relay Room Inspection/02_Commercial/00_AFV/250403_Project_Dashboard.xlsx
250117,Mow Cop Level Crossing,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,250117-AMCO-10001-Management,Fixed Fee,Internal,Original Scope,08/09/2025,31/12/2025,299.02,0,250117,Management,299.02,299.02,0,299.02,0,0,0,299.02,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250117 AMCO - Mow Cop Level Crossing/02_Commercial/00_AFV/250117_Project_Dashboard.xlsx
250319,Foxfield Station Barrow Level Crossing,AMCO,1,InoEngineering,Track,1,3,2,250319-AMCO-13002-AsBuilt,Fixed Fee,Internal,Original Scope,28/10/2025,03/04/2026,325.06,0,250319,AsBuilt,325.06,325.06,0,325.06,0,0,0,325.06,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250319 AMCO - Foxfield UWC/02_Commercial/00_AFV/250319_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoEngineering,Engineering Management,1,1,2,250007-AMCO-11002-DRN_Close-Out_&_AFC,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,326.69,0,250007,DRN_Close-Out_&_AFC,326.69,326.69,0,326.69,0,0,0,326.69,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250044,MND0574 Culvert Infill & UTX,AMCO,1,InoEngineering,Civils & Geotech,1,2,3,250044-AMCO-12003-Addressing_Client_Comment,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,326.69,0,250044,Addressing_Client_Comment,326.69,326.69,0,326.69,0,0,0,326.69,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250044 AMCO - MND0574 Culvert Infill & UTX/02_Commercial/00_AFV/250044_Project_Dashboard.xlsx
250296,MND0762 Footbridge Handrail Raising,AMCO,1,InoEngineering,Civils & Geotech,1,2,5,250296-AMCO-12005-As_Builts,Fixed Fee,Internal,Original Scope,17/07/2025,01/09/2025,343.02,0,250296,As_Builts,343.02,343.02,0,343.02,0,0,0,343.02,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250296 AMCO - MND0762 Footbridge Handrail Raising/02_Commercial/00_AFV/250296_Project_Dashboard.xlsx
250302,Brick Kiln Road,AMCO,1,InoEngineering,Civils & Geotech,1,2,4,250302-AMCO-12004-As_Builts,Fixed Fee,Internal,Original Scope,18/08/2025,31/12/2025,343.02,0,250302,As_Builts,343.02,343.02,0,343.02,0,0,0,343.02,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250302 - AMCO - Brick Kiln Road/02_Commercial/00_AFV/250302_Project_Dashboard.xlsx
250408,Worcester Shrub Hill Footbridge,AMCO,1,InoEngineering,Civils & Geotech,1,2,4,250408-AMCO-12004-As_Built,Fixed Fee,Internal,Original Scope,20/10/2025,,343.02,0,250408,As_Built,343.02,343.02,0,343.02,0,0,0,343.02,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250408 AMCO - Worcester Shrub Hill Footbridge/02_Commercial/00_AFV/250408_Project_Dashboard.xlsx
250319,Foxfield Station Barrow Level Crossing,AMCO,1,InoEngineering,Track,1,3,3,250319-AMCO-13003-Inspection_Test_Plan,Fixed Fee,Internal,Original Scope,28/10/2025,03/04/2026,352.18,0,250319,Inspection_Test_Plan,352.18,352.18,0,352.18,0,0,0,352.18,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250319 AMCO - Foxfield UWC/02_Commercial/00_AFV/250319_Project_Dashboard.xlsx
250114,Whittlesea Regeneration Track Bed Design,Vextrix,1,InoEngineering,Track,1,3,5,250114-Vextrix-13005-Hazard_Log,Fixed Fee,Internal,Original Scope,17/10/2025,31/12/2025,360.79,0,250114,Hazard_Log,360.79,360.79,0,360.79,0,0,0,360.79,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250114 Vextrix - Whittlesea Regeneration Track Bed Design/02_Commercial/00_AFV/250114_Project_Dashboard.xlsx
250044,MND0574 Culvert Infill & UTX,AMCO,1,InoEngineering,Civils & Geotech,1,2,4,250044-AMCO-12004-IDC_Attendance_&_Comment,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,396.18,0,250044,IDC_Attendance_&_Comment,396.18,396.18,0,396.18,0,0,0,396.18,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250044 AMCO - MND0574 Culvert Infill & UTX/02_Commercial/00_AFV/250044_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoEngineering,Engineering Management,1,1,4,250007-AMCO-11004-AsBuilt_Production,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,424,0,250007,AsBuilt_Production,424,424,0,424,0,0,0,424,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250044,MND0574 Culvert Infill & UTX,AMCO,1,InoEngineering,Civils & Geotech,1,2,5,250044-AMCO-12005-DRN_Close-Out_&_AFC,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,424,0,250044,DRN_Close-Out_&_AFC,424,424,0,424,0,0,0,424,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250044 AMCO - MND0574 Culvert Infill & UTX/02_Commercial/00_AFV/250044_Project_Dashboard.xlsx
250218,CO74 Vauxhall Survey & Design,Sonic,1,InoEngineering,Engineering Project Management,1,0,1,250218-Sonic-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,12/06/2025,31/12/2025,459.88,0,250218,Engineering_Project_Management,459.88,459.88,0,459.88,0,0,0,459.88,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250218 Sonic Rail - CO74 Vauxhall - Survey & Design/02_Commercial/00_AFV/250218_Project_Dashboard.xlsx
250408,Worcester Shrub Hill Footbridge,AMCO,1,InoEngineering,Civils & Geotech,1,2,2,250408-AMCO-12002-DRN_Issue,Fixed Fee,Internal,Original Scope,20/10/2025,,481.69,0,250408,DRN_Issue,481.69,481.69,0,481.69,0,0,0,481.69,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250408 AMCO - Worcester Shrub Hill Footbridge/02_Commercial/00_AFV/250408_Project_Dashboard.xlsx
250408,Worcester Shrub Hill Footbridge,AMCO,1,InoEngineering,Civils & Geotech,1,2,3,250408-AMCO-12003-AFC_Issue,Fixed Fee,Internal,Original Scope,20/10/2025,,481.69,0,250408,AFC_Issue,481.69,481.69,0,481.69,0,0,0,481.69,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250408 AMCO - Worcester Shrub Hill Footbridge/02_Commercial/00_AFV/250408_Project_Dashboard.xlsx
240321,Brunswick Station Overbridge Structural Surveys,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,240321-AMCO-10001-Project_Management,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,485.3,0,240321,Project_Management,485.3,485.3,0,485.3,0,0,0,485.3,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240321 AMCO - Brunswick Station Overbridge Structural Survey/02_Commercial/00_AFV/240321_Project_Dashboard.xlsx
250114,Whittlesea Regeneration Track Bed Design,Vextrix,1,InoEngineering,Track,1,3,3,250114-Vextrix-13003-ES3_Meeting_Attendance,Fixed Fee,Internal,Original Scope,17/10/2025,31/12/2025,529.71,0,250114,ES3_Meeting_Attendance,529.71,529.71,0,529.71,0,0,0,529.71,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250114 Vextrix - Whittlesea Regeneration Track Bed Design/02_Commercial/00_AFV/250114_Project_Dashboard.xlsx
250377,MND 0307_Lime Kiln_UB05 LECS - Track Monitoring & THB,AMCO,1,InoEngineering,"Materials, Expenses, Accommodation",1,6,1,250377-AMCO-16001-Engineering_Disbursements,Fixed Fee,Internal,Original Scope,23/10/2025,,540,0,250377,Engineering_Disbursements,540,540,0,540,0,0,0,540,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250377 AMCO - MND 0307_Lime Kiln_UB05 LECS - Track Monitoring & THB/02_Commercial/00_AFV/250377_Project_Dashboard.xlsx
250007,Rose Bank Vehicle Barrier,AMCO,1,InoEngineering,Civils & Geotech,1,2,3,250007-AMCO-12003-Client_Comment,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,590.81,0,250007,Client_Comment,590.81,590.81,0,590.81,0,0,0,590.81,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250007 AMCO - MND0312 Rose Bank Vehicle Barrier/02_Commercial/00_AFV/250007_Project_Dashboard.xlsx
250302,Brick Kiln Road,AMCO,1,InoEngineering,Civils & Geotech,1,2,2,250302-AMCO-12002-DRN_Issue,Fixed Fee,Internal,Original Scope,18/08/2025,31/12/2025,686.04,0,250302,DRN_Issue,686.04,686.04,0,686.04,0,0,0,686.04,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250302 - AMCO - Brick Kiln Road/02_Commercial/00_AFV/250302_Project_Dashboard.xlsx
250296,MND0762 Footbridge Handrail Raising,AMCO,1,InoEngineering,Civils & Geotech,1,2,1,250296-AMCO-12001-CRE_Review,Fixed Fee,Internal,Original Scope,17/07/2025,01/09/2025,704.37,0,250296,CRE_Review,704.37,704.37,0,704.37,0,0,0,704.37,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250296 AMCO - MND0762 Footbridge Handrail Raising/02_Commercial/00_AFV/250296_Project_Dashboard.xlsx
250419,CTRL1_Gauging,Balfour Beatty,1,InoEngineering,Track,1,3,1,250419-Balfour Beatty-13001-Gauging_Report,Fixed Fee,Internal,Original Scope,15/10/2025,16/10/2026,727.56,0,250419,Gauging_Report,727.56,727.56,0,727.56,0,0,0,727.56,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250419 Balfour Beatty - CTRL 1 Gauging/02_Commercial/00_AFV/250419_Project_Dashboard.xlsx
250097,Oxenholme B6254,AMCO,1,InoEngineering,Civils & Geotech,1,2,2,250097-AMCO-12002-Bridge_Inspection_Report,Fixed Fee,Internal,Original Scope,11/06/2025,31/12/2025,802.88,0,250097,Bridge_Inspection_Report,802.88,802.88,0,802.88,0,0,0,802.88,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250097 AMCO - Oxenholme OBR 67 - Bridge Inspection/02_Commercial/00_AFV/250097_Project_Dashboard.xlsx
240347,MNC0510 Sheet Pile Wall,AMCO,1,InoEngineering,Civils & Geotech,1,2,2,240347-AMCO-12002-IDC_DRN_AFC,Fixed Fee,Internal,Original Scope,20/06/2025,31/12/2025,820.18,0,240347,IDC_DRN_AFC,820.18,820.18,0,820.18,0,0,0,820.18,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240347 AMCO - MNC0510 Sheet Pile Wall/02_Commercial/00_AFV/240347_Project_Dashboard.xlsx
250296,MND0762 Footbridge Handrail Raising,AMCO,1,InoEngineering,Civils & Geotech,1,2,4,250296-AMCO-12004-AFC_Issue,Fixed Fee,Internal,Original Scope,17/07/2025,01/09/2025,824.71,0,250296,AFC_Issue,824.71,824.71,0,824.71,0,0,0,824.71,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250296 AMCO - MND0762 Footbridge Handrail Raising/02_Commercial/00_AFV/250296_Project_Dashboard.xlsx
250403,Gretna Relay Room Condition Inspection,CK Rail,1,InoEngineering,Civils & Geotech,1,2,1,250403-CK Rail-12001-Site_Inspection,Fixed Fee,Internal,Original Scope,23/10/2025,30/10/2025,831.98,0,250403,Site_Inspection,831.98,831.98,0,831.98,0,0,0,831.98,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250403 CK Rail - Gretna Relay Room Inspection/02_Commercial/00_AFV/250403_Project_Dashboard.xlsx
250302,Brick Kiln Road,AMCO,1,InoEngineering,Civils & Geotech,1,2,3,250302-AMCO-12003-AFC_Issue,Fixed Fee,Internal,Original Scope,18/08/2025,31/12/2025,890.4,0,250302,AFC_Issue,890.4,890.4,0,890.4,0,0,0,890.4,1,https://inorail.sharepoint.com/sites/Projects250000/Shared Documents/250302 - AMCO - Brick Kiln Road/02_Commercial/00_AFV/250302_Project_Dashboard.xlsx
240174,Lime Kiln Underbridge MND307,AMCO,1,InoEngineering,Civils & Geotech,1,2,3,240174-AMCO-12003-DRN_Comments_AFC_&_AsBuilts,Fixed Fee,Internal,Original Scope,30/10/2025,31/12/2025,910.58,0,240174,DRN_Comments_AFC_&_AsBuilts,910.58,910.58,0,910.58,0,0,0,910.58,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240174 AMCO - Lime Kiln Underbridge - MND307/02_Commercial/00_AFV/240174_Project_Dashboard.xlsx
240299,MND0243 Collapsed Culvert,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,240299-AMCO-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,09/10/2025,31/10/2025,974.04,0,240299,Engineering_Project_Management,974.04,974.04,0,974.04,0,0,0,974.04,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240299 AMCO - MND0243 AMC Collapsed Culvert/02_Commercial/00_AFV/240299_Project_Dashboard.xlsx
240299,MND0243 Collapsed Culvert,AMCO,1,InoEngineering,Engineering Project Management,1,0,1,240299-AMCO-10001-Engineering_Project_Management,Fixed Fee,Internal,Original Scope,09/10/2025,31/10/2025,974.04,0,240299,Engineering_Project_Management,974.04,974.04,0,974.04,0,0,0,974.04,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240299 AMCO - MND0243 AMC Collapsed Culvert/02_Commercial/00_AFV/XXXXXX_Project_Dashboard.xlsx
240185,North Road Station,Mott Macdonald,1,InoEngineering,Track,1,3,1,240185-Mott Macdonald-13001-Track_Condition_Survey,Fixed Fee,Internal,Original Scope,15/04/2025,,1014,0,240185,Track_Condition_Survey,1014,1014,0,1014,0,0,0,1014,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240185 Mott Macdonald - North Road Station/02_Commercial/00_AFV/240185_Project_Dashboard.xlsx
240237,Landport Viaduct - Down Line Long Timber,Sonic Rail,1,InoEngineering,Civils & Geotech,1,2,5,240237-Sonic Rail-12005-Civils_AFC,Fixed Fee,Internal,Original Scope,25/07/2025,01/09/2025,1042.65,0,240237,Civils_AFC,1042.65,1042.65,0,1042.65,0,0,0,1042.65,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/00_SS/02_Commercial/00_AFV/240237_Project_Dashboard.xlsx
240237,Landport Viaduct - Down Line Long Timber,Sonic Rail,1,InoEngineering,Civils & Geotech,1,2,5,240237-Sonic Rail-12005-Civils_AFC,Fixed Fee,Internal,Original Scope,25/07/2025,01/09/2025,1042.65,0,240237,Civils_AFC,1042.65,1042.65,0,1042.65,0,0,0,1042.65,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240237 Sonic Rail - Landport Viaduct Down Line/02_Commercial/00_AFV/240237_Project_Dashboard.xlsx
240237,Landport Viaduct - Down Line Long Timber,Sonic Rail,1,InoEngineering,Civils & Geotech,1,2,2,240237-Sonic Rail-12002-Civils_Inter_Disciplinary_Check,Fixed Fee,Internal,Original Scope,25/07/2025,01/09/2025,1181.67,0,240237,Civils_Inter_Disciplinary_Check,1181.67,1181.67,0,1181.67,0,0,0,1181.67,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240159 Sonic Rail - Landport Viaduct/00_SS/02_Commercial/00_AFV/240237_Project_Dashboard.xlsx
240237,Landport Viaduct - Down Line Long Timber,Sonic Rail,1,InoEngineering,Civils & Geotech,1,2,2,240237-Sonic Rail-12002-Civils_Inter_Disciplinary_Check,Fixed Fee,Internal,Original Scope,25/07/2025,01/09/2025,1181.67,0,240237,Civils_Inter_Disciplinary_Check,1181.67,1181.67,0,1181.67,0,0,0,1181.67,1,https://inorail.sharepoint.com/sites/Projects240000/Shared Documents/240237 Sonic Rail - Landport Viaduct Down Line/02_Commercial/00_AFV/240237_Project_Dashboard.xlsx
